year	numdeaths
1982	1398
1983	1456
1984	1399
1985	1377
1986	1386
1987	1351
1988	1376
1989	1313
1990	1267
1991	1278
1992	1231
1993	1232
1994	1295
1995	1276
1996	1226
1997	1245
1998	1195
1999	1205
2000	1191
2001	1209
2002	1219
2003	1170
2004	1145
2005	1091
2006	1130
2007	1151
2008	1120
2009	1106
2010	1098
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
