year	numdeaths
1982	1120
1983	1086
1984	1195
1985	1323
1986	1201
1987	1217
1988	1319
1989	1355
1990	1419
1991	1522
1992	1472
1993	1458
1994	1490
1995	1428
1996	1547
1997	1608
1998	1529
1999	1467
2000	1476
2001	1551
2002	1652
2003	1546
2004	1504
2005	1460
2006	1421
2007	1425
2008	1385
2009	1386
2010	1546
2011	1481
2012	1494
2013	1497
2014	1501
2015	1499
2016	1499
2017	1498
2018	1493
2019	1496
2020	1489
