year	numdeaths
1982	346
1983	343
1984	339
1985	363
1986	341
1987	348
1988	345
1989	369
1990	339
1991	331
1992	322
1993	318
1994	341
1995	334
1996	301
1997	285
1998	260
1999	227
2000	265
2001	271
2002	217
2003	239
2004	210
2005	221
2006	228
2007	201
2008	237
2009	241
2010	229
2011	243
2012	247
2013	255
2014	264
2015	270
2016	274
2017	281
2018	284
2019	289
2020	295
