year	numdeaths
1982	2152
1983	2073
1984	2192
1985	2285
1986	2151
1987	2082
1988	2167
1989	2105
1990	2061
1991	1997
1992	2086
1993	2180
1994	2112
1995	2070
1996	1961
1997	2072
1998	2125
1999	2149
2000	2256
2001	2279
2002	2282
2003	2170
2004	2176
2005	2229
2006	2279
2007	2193
2008	2292
2009	2343
2010	2457
