year	numdeaths
1982	61
1983	45
1984	49
1985	59
1986	53
1987	55
1988	60
1989	68
1990	79
1991	63
1992	48
1993	65
1994	72
1995	56
1996	87
1997	71
1998	90
1999	73
2000	78
2001	90
2002	84
2003	101
2004	108
2005	97
2006	100
2007	103
2008	114
2009	112
2010	128
2011	115
2012	115
2013	115
2014	115
2015	114
2016	114
2017	114
2018	114
2019	114
2020	113
