year	numdeaths
1982	69
1983	75
1984	55
1985	69
1986	50
1987	73
1988	75
1989	82
1990	72
1991	114
1992	93
1993	99
1994	88
1995	80
1996	73
1997	63
1998	56
1999	60
2000	69
2001	61
2002	72
2003	57
2004	53
2005	46
2006	40
2007	37
2008	41
2009	46
2010	39
2011	49
2012	51
2013	55
2014	58
2015	61
2016	64
2017	67
2018	70
2019	73
2020	75
