year	numdeaths
1982	533
1983	519
1984	579
1985	554
1986	612
1987	640
1988	659
1989	725
1990	801
1991	878
1992	878
1993	899
1994	961
1995	1016
1996	1029
1997	1041
1998	1169
1999	1264
2000	1267
2001	1317
2002	1331
2003	1324
2004	1414
2005	1562
2006	1650
2007	1742
2008	1696
2009	1772
2010	1709
2011	1643
2012	1639
2013	1628
2014	1621
2015	1608
2016	1599
2017	1589
2018	1576
2019	1565
2020	1545
