year	numdeaths
1982	1168
1983	1141
1984	1218
1985	1220
1986	1287
1987	1315
1988	1259
1989	1404
1990	1366
1991	1377
1992	1445
1993	1477
1994	1480
1995	1533
1996	1601
1997	1602
1998	1618
1999	1709
2000	1749
2001	1811
2002	1841
2003	1882
2004	1998
2005	2026
2006	2091
2007	2266
2008	2260
2009	2227
2010	2429
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
