year	numdeaths
1982	97
1983	100
1984	122
1985	99
1986	105
1987	122
1988	130
1989	126
1990	111
1991	134
1992	136
1993	147
1994	196
1995	192
1996	181
1997	209
1998	206
1999	241
2000	229
2001	240
2002	301
2003	289
2004	329
2005	353
2006	349
2007	402
2008	409
2009	443
2010	439
2011	415
2012	414
2013	411
2014	409
2015	407
2016	405
2017	403
2018	399
2019	392
2020	381
