year	numdeaths
1982	202
1983	200
1984	183
1985	175
1986	185
1987	180
1988	209
1989	189
1990	215
1991	173
1992	191
1993	194
1994	202
1995	186
1996	225
1997	205
1998	218
1999	236
2000	234
2001	220
2002	264
2003	250
2004	246
2005	283
2006	274
2007	288
2008	299
2009	292
2010	321
2011	294
2012	294
2013	293
2014	292
2015	290
2016	289
2017	288
2018	286
2019	285
2020	283
