year	numdeaths
1982	374
1983	374
1984	395
1985	403
1986	444
1987	419
1988	414
1989	451
1990	463
1991	490
1992	529
1993	548
1994	532
1995	586
1996	569
1997	537
1998	609
1999	615
2000	605
2001	629
2002	666
2003	639
2004	697
2005	665
2006	724
2007	720
2008	741
2009	797
2010	802
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
