year	numdeaths
1982	1043
1983	1006
1984	1047
1985	1089
1986	1067
1987	1117
1988	1108
1989	1167
1990	1198
1991	1291
1992	1359
1993	1328
1994	1446
1995	1430
1996	1443
1997	1494
1998	1483
1999	1572
2000	1595
2001	1696
2002	1666
2003	1733
2004	1666
2005	1720
2006	1827
2007	1878
2008	1803
2009	1772
2010	1831
2011	1753
2012	1736
2013	1715
2014	1696
2015	1672
2016	1654
2017	1637
2018	1618
2019	1587
2020	1551
