year	numdeaths
1982	194
1983	213
1984	201
1985	227
1986	220
1987	217
1988	229
1989	236
1990	258
1991	232
1992	264
1993	264
1994	285
1995	296
1996	307
1997	313
1998	311
1999	364
2000	334
2001	361
2002	347
2003	369
2004	372
2005	375
2006	370
2007	352
2008	396
2009	388
2010	399
2011	357
2012	346
2013	336
2014	325
2015	309
2016	300
2017	296
2018	294
2019	280
2020	280
