year	numdeaths
1982	86
1983	85
1984	98
1985	74
1986	96
1987	107
1988	112
1989	105
1990	93
1991	114
1992	111
1993	127
1994	145
1995	139
1996	138
1997	122
1998	108
1999	124
2000	113
2001	101
2002	106
2003	118
2004	113
2005	110
2006	118
2007	98
2008	122
2009	125
2010	137
2011	124
2012	122
2013	121
2014	120
2015	118
2016	118
2017	118
2018	119
2019	118
2020	119
