year	numdeaths
1982	5288
1983	5433
1984	5555
1985	5648
1986	5687
1987	5814
1988	6116
1989	6308
1990	6041
1991	6249
1992	6359
1993	6352
1994	6734
1995	6697
1996	6767
1997	6613
1998	6765
1999	6771
2000	6915
2001	7049
2002	7248
2003	6992
2004	7267
2005	7435
2006	7411
2007	7744
2008	7859
2009	7788
2010	8087
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
