year	numdeaths
1982	1787
1983	1825
1984	1826
1985	1934
1986	1999
1987	2004
1988	1923
1989	1929
1990	1926
1991	1964
1992	1949
1993	2076
1994	2107
1995	2068
1996	2107
1997	2104
1998	2134
1999	2064
2000	2117
2001	2117
2002	2152
2003	1990
2004	1873
2005	1843
2006	1685
2007	1877
2008	1831
2009	1783
2010	1769
2011	1785
2012	1795
2013	1818
2014	1826
2015	1843
2016	1857
2017	1869
2018	1882
2019	1882
2020	1876
