year	numdeaths
1982	2146
1983	2161
1984	2260
1985	2433
1986	2242
1987	2280
1988	2496
1989	2525
1990	2741
1991	2848
1992	2841
1993	2792
1994	2756
1995	2890
1996	2929
1997	3017
1998	2988
1999	2854
2000	2938
2001	2985
2002	3193
2003	3067
2004	2906
2005	2827
2006	2779
2007	2769
2008	2650
2009	2696
2010	2875
