year	numdeaths
1982	488
1983	534
1984	501
1985	470
1986	509
1987	521
1988	516
1989	528
1990	542
1991	507
1992	609
1993	535
1994	491
1995	523
1996	516
1997	519
1998	566
1999	490
2000	494
2001	526
2002	476
2003	505
2004	533
2005	529
2006	568
2007	524
2008	505
2009	530
2010	542
2011	536
2012	542
2013	544
2014	547
2015	546
2016	547
2017	548
2018	548
2019	550
2020	549
