year	numdeaths
1982	1317
1983	1358
1984	1359
1985	1437
1986	1485
1987	1547
1988	1551
1989	1585
1990	1537
1991	1566
1992	1641
1993	1682
1994	1827
1995	1729
1996	1846
1997	1864
1998	1742
1999	1758
2000	1787
2001	1738
2002	1589
2003	1571
2004	1448
2005	1413
2006	1287
2007	1319
2008	1244
2009	1215
2010	1111
2011	1225
2012	1251
2013	1288
2014	1324
2015	1345
2016	1367
2017	1399
2018	1420
2019	1443
2020	1476
