year	numdeaths
1982	697
1983	630
1984	649
1985	656
1986	708
1987	666
1988	682
1989	737
1990	740
1991	734
1992	759
1993	773
1994	846
1995	797
1996	847
1997	847
1998	883
1999	938
2000	948
2001	976
2002	959
2003	1085
2004	1015
2005	1166
2006	1209
2007	1392
2008	1294
2009	1326
2010	1411
2011	1308
2012	1308
2013	1303
2014	1301
2015	1295
2016	1290
2017	1284
2018	1274
2019	1267
2020	1252
