year	numdeaths
1982	582
1983	521
1984	583
1985	556
1986	598
1987	556
1988	587
1989	531
1990	512
1991	501
1992	482
1993	536
1994	518
1995	510
1996	478
1997	541
1998	575
1999	556
2000	577
2001	553
2002	634
2003	562
2004	552
2005	556
2006	585
2007	562
2008	567
2009	617
2010	624
2011	563
2012	547
2013	533
2014	519
2015	496
2016	484
2017	481
2018	478
2019	461
2020	462
