year	numdeaths
1982	1740
1983	1807
1984	1997
1985	2219
1986	2402
1987	2866
1988	3192
1989	3113
1990	3130
1991	3185
1992	3582
1993	3715
1994	3826
1995	4148
1996	4355
1997	4691
1998	4473
1999	4720
2000	4884
2001	5081
2002	5597
2003	5565
2004	5582
2005	6121
2006	6076
2007	6005
2008	6487
2009	6570
2010	6700
2011	6229
2012	6214
2013	6176
2014	6152
2015	6108
2016	6078
2017	6041
2018	5987
2019	5944
2020	5863
