year	numdeaths
1982	4227
1983	4255
1984	4355
1985	4396
1986	4346
1987	4494
1988	4595
1989	4724
1990	4448
1991	4519
1992	4639
1993	4524
1994	4833
1995	4698
1996	4746
1997	4545
1998	4715
1999	4647
2000	4597
2001	4663
2002	4722
2003	4510
2004	4739
2005	4716
2006	4686
2007	4806
2008	4971
2009	4755
2010	4906
2011	4605
2012	4616
2013	4608
2014	4601
2015	4592
2016	4579
2017	4567
2018	4531
2019	4500
2020	4436
