year	numdeaths
1982	6960
1983	7123
1984	7450
1985	7972
1986	8010
1987	8218
1988	8278
1989	8765
1990	8844
1991	9598
1992	9677
1993	9855
1994	10281
1995	10516
1996	10877
1997	11135
1998	11159
1999	11690
2000	12286
2001	12709
2002	12494
2003	12601
2004	13030
2005	13141
2006	13677
2007	14322
2008	14291
2009	14214
2010	14859
