year	numdeaths
1982	73
1983	76
1984	72
1985	65
1986	67
1987	74
1988	69
1989	62
1990	84
1991	59
1992	82
1993	78
1994	65
1995	63
1996	72
1997	73
1998	66
1999	81
2000	90
2001	88
2002	100
2003	86
2004	93
2005	91
2006	114
2007	100
2008	108
2009	129
2010	116
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
