year	numdeaths
1982	44
1983	44
1984	52
1985	46
1986	35
1987	41
1988	41
1989	45
1990	32
1991	38
1992	40
1993	24
1994	28
1995	31
1996	33
1997	28
1998	20
1999	23
2000	31
2001	27
2002	31
2003	33
2004	26
2005	31
2006	21
2007	24
2008	31
2009	29
2010	41
2011	36
2012	36
2013	37
2014	38
2015	39
2016	40
2017	40
2018	41
2019	41
2020	42
