year	numdeaths
1982	178
1983	163
1984	201
1985	181
1986	203
1987	231
1988	201
1989	207
1990	206
1991	250
1992	202
1993	242
1994	232
1995	215
1996	246
1997	213
1998	206
1999	247
2000	244
2001	225
2002	231
2003	252
2004	219
2005	212
2006	181
2007	237
2008	244
2009	245
2010	251
2011	236
2012	235
2013	233
2014	231
2015	230
2016	228
2017	227
2018	225
2019	220
2020	213
