year	numdeaths
1982	27
1983	22
1984	30
1985	14
1986	27
1987	31
1988	18
1989	19
1990	46
1991	26
1992	37
1993	30
1994	24
1995	22
1996	29
1997	35
1998	37
1999	36
2000	40
2001	34
2002	36
2003	42
2004	42
2005	37
2006	48
2007	40
2008	45
2009	49
2010	41
2011	43
2012	43
2013	43
2014	43
2015	43
2016	43
2017	43
2018	43
2019	43
2020	43
