year	numdeaths
1982	88
1983	88
1984	89
1985	92
1986	93
1987	106
1988	100
1989	110
1990	111
1991	118
1992	117
1993	103
1994	130
1995	121
1996	134
1997	164
1998	150
1999	150
2000	144
2001	157
2002	144
2003	150
2004	178
2005	174
2006	158
2007	198
2008	175
2009	207
2010	221
2011	205
2012	203
2013	202
2014	200
2015	199
2016	197
2017	196
2018	194
2019	192
2020	189
