year	numdeaths
1982	259
1983	315
1984	291
1985	288
1986	308
1987	342
1988	349
1989	343
1990	376
1991	407
1992	509
1993	526
1994	540
1995	612
1996	648
1997	643
1998	723
1999	759
2000	785
2001	899
2002	924
2003	1053
2004	1131
2005	1220
2006	1274
2007	1337
2008	1475
2009	1528
2010	1556
2011	1462
2012	1447
2013	1429
2014	1412
2015	1392
2016	1376
2017	1361
2018	1342
2019	1313
2020	1279
