year	numdeaths
1982	365
1983	417
1984	406
1985	412
1986	424
1987	455
1988	474
1989	483
1990	529
1991	571
1992	689
1993	677
1994	724
1995	813
1996	893
1997	870
1998	987
1999	1012
2000	1061
2001	1203
2002	1213
2003	1413
2004	1506
2005	1616
2006	1664
2007	1794
2008	1997
2009	2057
2010	2083
