year	numdeaths
1982	381
1983	442
1984	500
1985	512
1986	516
1987	538
1988	575
1989	598
1990	679
1991	669
1992	639
1993	670
1994	764
1995	766
1996	782
1997	704
1998	785
1999	861
2000	863
2001	901
2002	1028
2003	1013
2004	1154
2005	1003
2006	1095
2007	1058
2008	1107
2009	1025
2010	1094
