year	numdeaths
1982	1941
1983	2005
1984	2008
1985	2058
1986	2016
1987	2174
1988	2208
1989	2339
1990	2284
1991	2363
1992	2621
1993	2488
1994	2385
1995	2476
1996	2517
1997	2608
1998	2645
1999	2448
2000	2489
2001	2481
2002	2564
2003	2588
2004	2484
2005	2589
2006	2750
2007	2774
2008	2709
2009	2890
2010	3027
2011	2783
2012	2780
2013	2765
2014	2757
2015	2737
2016	2726
2017	2712
2018	2694
2019	2683
2020	2656
