year	numdeaths
1982	192
1983	203
1984	239
1985	217
1986	228
1987	247
1988	211
1989	238
1990	251
1991	256
1992	264
1993	247
1994	239
1995	226
1996	248
1997	256
1998	198
1999	245
2000	239
2001	248
2002	241
2003	224
2004	218
2005	214
2006	203
2007	220
2008	229
2009	214
2010	254
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
