year	numdeaths
1982	189
1983	211
1984	206
1985	250
1986	217
1987	260
1988	281
1989	269
1990	224
1991	277
1992	258
1993	279
1994	303
1995	295
1996	324
1997	286
1998	330
1999	294
2000	288
2001	342
2002	319
2003	363
2004	316
2005	371
2006	348
2007	324
2008	362
2009	353
2010	331
2011	338
2012	338
2013	338
2014	336
2015	336
2016	336
2017	335
2018	333
2019	330
2020	325
