year	numdeaths
1982	318
1983	373
1984	407
1985	385
1986	399
1987	456
1988	497
1989	473
1990	501
1991	537
1992	539
1993	566
1994	615
1995	588
1996	634
1997	628
1998	629
1999	717
2000	720
2001	709
2002	724
2003	768
2004	817
2005	816
2006	864
2007	872
2008	924
2009	902
2010	1009
2011	927
2012	929
2013	927
2014	926
2015	922
2016	920
2017	917
2018	911
2019	909
2020	900
