year	numdeaths
1982	380
1983	362
1984	397
1985	403
1986	418
1987	517
1988	479
1989	501
1990	512
1991	512
1992	523
1993	581
1994	609
1995	601
1996	582
1997	577
1998	623
1999	641
2000	617
2001	684
2002	723
2003	764
2004	815
2005	860
2006	795
2007	890
2008	942
2009	947
2010	984
2011	911
2012	913
2013	912
2014	911
2015	909
2016	907
2017	904
2018	897
2019	891
2020	879
