year	numdeaths
1982	874
1983	892
1984	829
1985	884
1986	875
1987	846
1988	861
1989	804
1990	782
1991	789
1992	753
1993	786
1994	829
1995	818
1996	752
1997	772
1998	765
1999	754
2000	764
2001	753
2002	772
2003	687
2004	720
2005	696
2006	680
2007	715
2008	704
2009	677
2010	726
2011	725
2012	731
2013	736
2014	737
2015	740
2016	745
2017	745
2018	753
2019	755
2020	760
