year	numdeaths
1982	538
1983	606
1984	667
1985	663
1986	641
1987	759
1988	839
1989	733
1990	801
1991	847
1992	860
1993	918
1994	956
1995	948
1996	988
1997	977
1998	1006
1999	1087
2000	1083
2001	1085
2002	1088
2003	1168
2004	1220
2005	1177
2006	1229
2007	1276
2008	1302
2009	1282
2010	1424
