year	numdeaths
1982	4530
1983	4705
1984	4970
1985	5392
1986	5479
1987	5523
1988	5493
1989	5848
1990	5819
1991	6383
1992	6350
1993	6491
1994	6695
1995	6839
1996	7105
1997	7265
1998	7306
1999	7679
2000	8051
2001	8363
2002	8163
2003	8184
2004	8567
2005	8633
2006	8976
2007	9354
2008	9507
2009	9469
2010	9859
