year	numdeaths
1982	2004
1983	2053
1984	2183
1985	2207
1986	2182
1987	2313
1988	2384
1989	2467
1990	2438
1991	2541
1992	2448
1993	2626
1994	2689
1995	2658
1996	2641
1997	2623
1998	2560
1999	2533
2000	2542
2001	2620
2002	2698
2003	2720
2004	2684
2005	2729
2006	2650
2007	2747
2008	2760
2009	2814
2010	2860
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
