year	numdeaths
1982	5944
1983	6103
1984	6332
1985	6303
1986	6445
1987	6870
1988	6682
1989	6940
1990	7148
1991	7158
1992	7185
1993	7322
1994	7674
1995	7545
1996	7799
1997	8004
1998	8016
1999	8045
2000	8265
2001	8430
2002	8604
2003	8484
2004	9264
2005	9391
2006	9742
2007	9884
2008	10101
2009	10241
2010	10295
