year	numdeaths
1982	1987
1983	2040
1984	2166
1985	2196
1986	2165
1987	2293
1988	2361
1989	2449
1990	2422
1991	2526
1992	2429
1993	2611
1994	2669
1995	2635
1996	2620
1997	2604
1998	2541
1999	2512
2000	2521
2001	2594
2002	2681
2003	2710
2004	2665
2005	2710
2006	2624
2007	2722
2008	2746
2009	2785
2010	2837
2011	2650
2012	2633
2013	2611
2014	2586
2015	2567
2016	2545
2017	2530
2018	2504
2019	2448
2020	2371
