year	numdeaths
1982	169
1983	161
1984	185
1985	186
1986	220
1987	199
1988	244
1989	218
1990	240
1991	236
1992	263
1993	243
1994	292
1995	250
1996	271
1997	272
1998	284
1999	270
2000	319
2001	325
2002	327
2003	343
2004	358
2005	304
2006	328
2007	336
2008	370
2009	321
2010	357
2011	340
2012	340
2013	339
2014	338
2015	338
2016	337
2017	336
2018	334
2019	331
2020	324
