year	numdeaths
1982	328
1983	324
1984	323
1985	286
1986	323
1987	319
1988	348
1989	337
1990	364
1991	314
1992	366
1993	350
1994	360
1995	338
1996	389
1997	395
1998	396
1999	419
2000	425
2001	407
2002	473
2003	436
2004	482
2005	532
2006	508
2007	536
2008	516
2009	552
2010	571
