year	numdeaths
1982	792
1983	799
1984	930
1985	911
1986	980
1987	1013
1988	1071
1989	1156
1990	1260
1991	1384
1992	1449
1993	1455
1994	1505
1995	1599
1996	1621
1997	1671
1998	1845
1999	1967
2000	2016
2001	2083
2002	2121
2003	2065
2004	2248
2005	2346
2006	2557
2007	2622
2008	2616
2009	2761
2010	2711
