year	numdeaths
1982	603
1983	583
1984	653
1985	690
1986	679
1987	702
1988	708
1989	721
1990	712
1991	712
1992	723
1993	766
1994	725
1995	815
1996	778
1997	811
1998	798
1999	859
2000	820
2001	908
2002	917
2003	871
2004	904
2005	910
2006	900
2007	947
2008	941
2009	1035
2010	1013
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
