year	numdeaths
1982	1387
1983	1412
1984	1433
1985	1491
1986	1464
1987	1578
1988	1677
1989	1750
1990	1827
1991	1924
1992	1968
1993	2036
1994	2140
1995	2247
1996	2329
1997	2376
1998	2370
1999	2439
2000	2640
2001	2650
2002	2665
2003	2684
2004	2797
2005	2788
2006	2874
2007	3090
2008	2981
2009	2972
2010	3167
2011	2938
2012	2940
2013	2929
2014	2923
2015	2911
2016	2901
2017	2888
2018	2865
2019	2848
2020	2812
