year	numdeaths
1982	795
1983	834
1984	794
1985	885
1986	978
1987	959
1988	1051
1989	1111
1990	1152
1991	1207
1992	1257
1993	1333
1994	1405
1995	1409
1996	1375
1997	1542
1998	1505
1999	1495
2000	1588
2001	1497
2002	1523
2003	1469
2004	1467
2005	1388
2006	1427
2007	1359
2008	1405
2009	1344
2010	1346
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
