year	numdeaths
1982	5303
1983	5361
1984	5705
1985	5905
1986	6082
1987	6685
1988	6723
1989	7169
1990	7419
1991	8032
1992	8008
1993	8778
1994	9747
1995	10061
1996	9741
1997	10197
1998	10744
1999	10666
2000	11395
2001	11827
2002	12085
2003	11861
2004	12200
2005	12257
2006	12682
2007	12633
2008	13596
2009	13740
2010	14181
2011	12843
2012	12488
2013	12161
2014	11827
2015	11304
2016	11010
2017	10863
2018	10752
2019	10289
2020	10220
