year	numdeaths
1982	2430
1983	2418
1984	2480
1985	2580
1986	2531
1987	2695
1988	2785
1989	2917
1990	3025
1991	3215
1992	3327
1993	3364
1994	3586
1995	3677
1996	3772
1997	3870
1998	3853
1999	4011
2000	4235
2001	4346
2002	4331
2003	4417
2004	4463
2005	4508
2006	4701
2007	4968
2008	4784
2009	4744
2010	5000
