year	numdeaths
1982	282
1983	325
1984	333
1985	323
1986	317
1987	365
1988	374
1989	402
1990	389
1991	431
1992	468
1993	501
1994	554
1995	579
1996	578
1997	663
1998	631
1999	690
2000	742
2001	778
2002	850
2003	893
2004	897
2005	953
2006	1062
2007	1145
2008	1195
2009	1335
2010	1331
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
