year	numdeaths
1982	63
1983	63
1984	70
1985	86
1986	77
1987	86
1988	89
1989	82
1990	75
1991	86
1992	98
1993	86
1994	105
1995	104
1996	87
1997	112
1998	98
1999	118
2000	114
2001	121
2002	101
2003	110
2004	99
2005	107
2006	120
2007	125
2008	100
2009	119
2010	140
2011	124
2012	124
2013	125
2014	125
2015	125
2016	125
2017	125
2018	125
2019	124
2020	123
