year	numdeaths
1982	287
1983	284
1984	287
1985	313
1986	302
1987	315
1988	326
1989	348
1990	334
1991	360
1992	375
1993	368
1994	372
1995	403
1996	400
1997	447
1998	428
1999	436
2000	448
2001	445
2002	477
2003	491
2004	517
2005	492
2006	523
2007	597
2008	590
2009	616
2010	668
