year	numdeaths
1982	168
1983	159
1984	163
1985	166
1986	209
1987	222
1988	227
1989	255
1990	269
1991	292
1992	343
1993	369
1994	381
1995	377
1996	427
1997	462
1998	469
1999	510
2000	583
2001	630
2002	656
2003	644
2004	708
2005	763
2006	864
2007	862
2008	992
2009	1001
2010	1022
2011	948
2012	946
2013	940
2014	936
2015	929
2016	924
2017	919
2018	911
2019	905
2020	893
