year	numdeaths
1982	1570
1983	1552
1984	1609
1985	1729
1986	1553
1987	1526
1988	1580
1989	1574
1990	1549
1991	1496
1992	1604
1993	1644
1994	1594
1995	1560
1996	1483
1997	1531
1998	1550
1999	1593
2000	1679
2001	1726
2002	1648
2003	1608
2004	1624
2005	1673
2006	1694
2007	1631
2008	1725
2009	1727
2010	1837
2011	1674
2012	1668
2013	1656
2014	1649
2015	1632
2016	1624
2017	1616
2018	1606
2019	1601
2020	1590
