year	numdeaths
1982	904
1983	962
1984	961
1985	1017
1986	1004
1987	1010
1988	1026
1989	989
1990	1031
1991	1095
1992	1044
1993	1109
1994	1049
1995	1103
1996	1014
1997	1108
1998	1205
1999	1204
2000	1225
2001	1359
2002	1337
2003	1361
2004	1280
2005	1490
2006	1386
2007	1536
2008	1545
2009	1692
2010	1855
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
