year	numdeaths
1982	61
1983	48
1984	63
1985	69
1986	88
1987	86
1988	75
1989	88
1990	87
1991	99
1992	106
1993	132
1994	147
1995	141
1996	145
1997	159
1998	163
1999	197
2000	211
2001	256
2002	248
2003	282
2004	310
2005	363
2006	343
2007	343
2008	367
2009	391
2010	380
2011	361
2012	354
2013	347
2014	340
2015	330
2016	324
2017	319
2018	314
2019	305
2020	299
