year	numdeaths
1982	524
1983	564
1984	570
1985	493
1986	511
1987	505
1988	515
1989	509
1990	485
1991	489
1992	478
1993	446
1994	466
1995	458
1996	474
1997	473
1998	430
1999	451
2000	427
2001	456
2002	447
2003	483
2004	425
2005	395
2006	450
2007	436
2008	416
2009	429
2010	372
2011	403
2012	408
2013	417
2014	426
2015	431
2016	435
2017	442
2018	445
2019	449
2020	455
