year	numdeaths
1982	963
1983	994
1984	1007
1985	1059
1986	1019
1987	1100
1988	1063
1989	1073
1990	1088
1991	1095
1992	1024
1993	1016
1994	1144
1995	961
1996	940
1997	810
1998	872
1999	798
2000	769
2001	742
2002	689
2003	730
2004	726
2005	735
2006	721
2007	748
2008	777
2009	755
2010	818
2011	829
2012	856
2013	887
2014	909
2015	926
2016	947
2017	965
2018	986
2019	1003
2020	1015
