year	numdeaths
1982	38
1983	39
1984	57
1985	42
1986	43
1987	52
1988	44
1989	42
1990	49
1991	56
1992	46
1993	56
1994	53
1995	47
1996	59
1997	48
1998	40
1999	60
2000	64
2001	60
2002	58
2003	58
2004	47
2005	45
2006	49
2007	52
2008	60
2009	61
2010	59
2011	59
2012	59
2013	58
2014	58
2015	58
2016	58
2017	58
2018	57
2019	57
2020	56
